source_name,source_lat,source_lng,dest_name,dest_lat,dest_lng,pickup_time,hour,day_of_week,month,ride_type,num_riders,distance_km,duration_minutes,is_weekend,is_rush_hour
Shiv Nadar University,28.5266,77.5757,Select Citywalk,28.5289,77.2195,2023-04-14 02:55:00,2,4,4,private,1,34.8,66.1,0,0
Select Citywalk,28.5289,77.2195,Red Fort,28.6562,77.241,2023-07-06 19:06:00,19,3,7,shared,3,14.31,75.1,0,1
JNU,28.5399,77.1674,KIET Group of Institutions,28.753,77.4973,2023-12-02 02:33:00,2,5,12,shared,4,39.97,102.9,1,0
Delhi University,28.6891,77.2087,IIT Delhi,28.5456,77.1924,2023-10-19 16:09:00,16,3,10,private,1,16.04,58.3,0,0
DTU,28.7495,77.1184,IMS Ghaziabad,28.67,77.4382,2023-10-14 04:11:00,4,5,10,shared,1,32.42,91.1,1,0
Lotus Temple,28.5535,77.2588,ITS Engineering College,28.6763,77.3823,2023-12-02 06:47:00,6,5,12,shared,1,18.21,37.4,1,0
Lotus Temple,28.5535,77.2588,NSIT,28.6091,77.0378,2023-01-23 10:26:00,10,0,1,shared,2,22.45,80.7,0,0
JNU,28.5399,77.1674,IIT Delhi,28.5456,77.1924,2023-10-23 09:24:00,9,0,10,shared,1,2.52,25.5,0,1
Noida International University,28.3965,77.5007,NSIT,28.6091,77.0378,2023-12-26 06:31:00,6,1,12,shared,1,51.04,109.9,0,0
KIET Group of Institutions,28.753,77.4973,ABES Engineering College,28.6324,77.449,2023-02-06 00:56:00,0,0,2,shared,1,14.21,29.2,0,0
Greater Kailash,28.5562,77.2249,IIT Delhi,28.5456,77.1924,2023-05-30 21:06:00,21,1,5,private,1,3.39,18.4,0,0
India Gate,28.6129,77.2295,IMS Ghaziabad,28.67,77.4382,2023-09-18 17:45:00,17,0,9,private,1,21.33,110.0,0,1
Jaypee Institute,28.5244,77.3656,DTU,28.7495,77.1184,2023-06-15 12:22:00,12,3,6,shared,3,34.76,92.9,0,0
Hindu College of Engineering,28.6764,77.5043,NSIT,28.6091,77.0378,2023-05-29 05:56:00,5,0,5,private,1,46.14,106.9,0,0
Select Citywalk,28.5289,77.2195,Connaught Place,28.6315,77.2167,2023-09-26 13:56:00,13,1,9,shared,4,11.41,40.4,0,0
KIET Group of Institutions,28.753,77.4973,Red Fort,28.6562,77.241,2023-04-28 13:46:00,13,4,4,shared,2,27.22,73.2,0,0
DLF Mall of India,28.5671,77.3263,IMS Ghaziabad,28.67,77.4382,2023-05-23 16:04:00,16,1,5,shared,2,15.82,45.3,0,0
Galgotias University,28.4507,77.4908,Akshardham Temple,28.6127,77.2773,2023-03-22 22:49:00,22,2,3,private,1,27.56,57.6,0,0
Lotus Temple,28.5535,77.2588,Hindu College of Engineering,28.6764,77.5043,2023-03-21 10:34:00,10,1,3,private,1,27.59,69.7,0,0
India Gate,28.6129,77.2295,Akshardham Temple,28.6127,77.2773,2023-05-27 11:08:00,11,5,5,shared,2,4.67,25.7,1,0
Jaypee Institute,28.5244,77.3656,DLF Mall of India,28.5671,77.3263,2023-11-14 13:02:00,13,1,11,shared,2,6.11,32.0,0,0
India Gate,28.6129,77.2295,Galgotias University,28.4507,77.4908,2023-02-05 03:43:00,3,6,2,private,1,31.26,83.6,1,0
DTU,28.7495,77.1184,DLF Mall of India,28.5671,77.3263,2023-09-26 07:20:00,7,1,9,shared,2,28.69,73.2,0,0
Red Fort,28.6562,77.241,DLF Mall of India,28.5671,77.3263,2023-08-27 13:38:00,13,6,8,shared,4,12.94,30.2,1,0
Jaypee Institute,28.5244,77.3656,IIT Delhi,28.5456,77.1924,2023-01-10 18:31:00,18,1,1,shared,3,17.08,74.3,0,1
Select Citywalk,28.5289,77.2195,DLF Mall of India,28.5671,77.3263,2023-05-27 17:34:00,17,5,5,shared,4,11.26,45.9,1,1
India Gate,28.6129,77.2295,JNU,28.5399,77.1674,2023-07-27 20:58:00,20,3,7,shared,2,10.13,33.8,0,0
ITS Engineering College,28.6763,77.3823,Shiv Nadar University,28.5266,77.5757,2023-12-31 23:46:00,23,6,12,shared,3,25.17,45.0,1,0
Jaypee Institute,28.5244,77.3656,DTU,28.7495,77.1184,2023-08-11 15:36:00,15,4,8,shared,1,34.76,95.5,0,0
India Gate,28.6129,77.2295,Jaypee Institute,28.5244,77.3656,2023-01-16 05:58:00,5,0,1,private,1,16.54,46.7,0,0
NSIT,28.6091,77.0378,Cyber Hub,28.4946,77.0893,2023-12-02 21:45:00,21,5,12,private,1,13.69,30.5,1,0
Lotus Temple,28.5535,77.2588,DLF Mall of India,28.5671,77.3263,2023-08-17 10:20:00,10,3,8,private,1,6.76,31.3,0,0
Red Fort,28.6562,77.241,ABES Engineering College,28.6324,77.449,2023-03-14 12:46:00,12,1,3,shared,4,20.47,54.1,0,0
Jaypee Institute,28.5244,77.3656,Amity University,28.5445,77.3325,2023-03-31 14:44:00,14,4,3,shared,2,3.93,19.7,0,0
KIET Group of Institutions,28.753,77.4973,Greater Kailash,28.5562,77.2249,2023-06-12 22:59:00,22,0,6,shared,4,34.43,63.7,0,0
Noida International University,28.3965,77.5007,Shiv Nadar University,28.5266,77.5757,2023-05-26 03:06:00,3,4,5,shared,3,16.22,34.1,0,0
Cyber Hub,28.4946,77.0893,ABES Engineering College,28.6324,77.449,2023-05-15 19:40:00,19,0,5,private,1,38.33,152.6,0,1
Hindu College of Engineering,28.6764,77.5043,JNU,28.5399,77.1674,2023-01-09 04:13:00,4,0,1,shared,2,36.22,70.8,0,0
JNU,28.5399,77.1674,ABES Engineering College,28.6324,77.449,2023-06-15 05:13:00,5,3,6,shared,1,29.36,59.5,0,0
Delhi University,28.6891,77.2087,IIT Delhi,28.5456,77.1924,2023-03-04 03:12:00,3,5,3,shared,4,16.04,47.0,1,0
DLF Mall of India,28.5671,77.3263,Greater Kailash,28.5562,77.2249,2023-02-06 05:39:00,5,0,2,private,1,9.98,37.7,0,0
JNU,28.5399,77.1674,Cyber Hub,28.4946,77.0893,2023-08-21 17:24:00,17,0,8,private,1,9.14,58.4,0,1
NSIT,28.6091,77.0378,Noida International University,28.3965,77.5007,2023-11-15 11:21:00,11,2,11,shared,1,51.04,131.2,0,0
Red Fort,28.6562,77.241,Akshardham Temple,28.6127,77.2773,2023-07-11 10:43:00,10,1,7,private,1,6.0,22.3,0,0
NSIT,28.6091,77.0378,Noida International University,28.3965,77.5007,2023-03-21 12:17:00,12,1,3,private,1,51.04,135.6,0,0
Connaught Place,28.6315,77.2167,Jaypee Institute,28.5244,77.3656,2023-11-24 09:05:00,9,4,11,shared,1,18.79,95.0,0,1
IMS Ghaziabad,28.67,77.4382,Galgotias University,28.4507,77.4908,2023-08-16 09:46:00,9,2,8,shared,4,24.92,128.4,0,1
Shiv Nadar University,28.5266,77.5757,Akshardham Temple,28.6127,77.2773,2023-01-20 12:54:00,12,4,1,shared,4,30.67,101.7,0,0
Jaypee Institute,28.5244,77.3656,Galgotias University,28.4507,77.4908,2023-10-16 14:42:00,14,0,10,private,1,14.73,50.4,0,0
India Gate,28.6129,77.2295,Cyber Hub,28.4946,77.0893,2023-09-06 10:46:00,10,2,9,private,1,18.99,48.4,0,0
India Gate,28.6129,77.2295,Lotus Temple,28.5535,77.2588,2023-05-13 16:12:00,16,5,5,private,1,7.2,27.5,1,0
Amity University,28.5445,77.3325,Akshardham Temple,28.6127,77.2773,2023-05-22 09:42:00,9,0,5,shared,3,9.3,51.1,0,1
ITS Engineering College,28.6763,77.3823,NSIT,28.6091,77.0378,2023-02-25 16:24:00,16,5,2,shared,1,34.44,121.6,1,0
Hindu College of Engineering,28.6764,77.5043,DLF Mall of India,28.5671,77.3263,2023-09-22 17:21:00,17,4,9,private,1,21.2,101.9,0,1
Delhi University,28.6891,77.2087,Cyber Hub,28.4946,77.0893,2023-12-11 06:57:00,6,0,12,private,1,24.57,49.5,0,0
Cyber Hub,28.4946,77.0893,Noida International University,28.3965,77.5007,2023-03-22 21:20:00,21,2,3,shared,2,41.68,143.6,0,0
Amity University,28.5445,77.3325,DTU,28.7495,77.1184,2023-07-07 05:46:00,5,4,7,shared,1,30.92,63.5,0,0
Select Citywalk,28.5289,77.2195,DLF Mall of India,28.5671,77.3263,2023-11-22 17:38:00,17,2,11,shared,4,11.26,58.2,0,1
India Gate,28.6129,77.2295,Akshardham Temple,28.6127,77.2773,2023-04-07 09:46:00,9,4,4,shared,1,4.67,31.4,0,1
ITS Engineering College,28.6763,77.3823,Select Citywalk,28.5289,77.2195,2023-07-13 10:40:00,10,3,7,private,1,22.83,67.5,0,0
NSIT,28.6091,77.0378,Greater Kailash,28.5562,77.2249,2023-07-25 07:52:00,7,1,7,private,1,19.19,49.3,0,0
DTU,28.7495,77.1184,ABES Engineering College,28.6324,77.449,2023-12-17 04:45:00,4,6,12,shared,4,34.78,84.4,1,0
Cyber Hub,28.4946,77.0893,Red Fort,28.6562,77.241,2023-11-06 09:17:00,9,0,11,shared,4,23.29,131.0,0,1
Qutub Minar,28.5245,77.1855,KIET Group of Institutions,28.753,77.4973,2023-09-04 00:11:00,0,0,9,shared,1,39.64,80.3,0,0
Qutub Minar,28.5245,77.1855,Jaypee Institute,28.5244,77.3656,2023-11-11 08:55:00,8,5,11,private,1,17.6,48.1,1,1
Shiv Nadar University,28.5266,77.5757,Jaypee Institute,28.5244,77.3656,2023-11-27 22:19:00,22,0,11,shared,4,20.53,59.7,0,0
Amity University,28.5445,77.3325,Galgotias University,28.4507,77.4908,2023-10-27 09:26:00,9,4,10,private,1,18.66,74.5,0,1
ABES Engineering College,28.6324,77.449,Cyber Hub,28.4946,77.0893,2023-12-23 06:44:00,6,5,12,private,1,38.33,78.4,1,0
Red Fort,28.6562,77.241,JNU,28.5399,77.1674,2023-01-03 16:54:00,16,1,1,shared,4,14.79,53.0,0,0
Hindu College of Engineering,28.6764,77.5043,Shiv Nadar University,28.5266,77.5757,2023-03-28 05:40:00,5,1,3,shared,2,18.06,38.4,0,0
Cyber Hub,28.4946,77.0893,Select Citywalk,28.5289,77.2195,2023-09-18 12:58:00,12,0,9,shared,4,13.28,49.0,0,0
KIET Group of Institutions,28.753,77.4973,Qutub Minar,28.5245,77.1855,2023-10-28 05:04:00,5,5,10,shared,3,39.64,77.3,1,0
Delhi University,28.6891,77.2087,IIT Delhi,28.5456,77.1924,2023-11-23 12:32:00,12,3,11,shared,1,16.04,63.2,0,0
ITS Engineering College,28.6763,77.3823,India Gate,28.6129,77.2295,2023-01-07 22:58:00,22,5,1,private,1,16.49,37.1,1,0
KIET Group of Institutions,28.753,77.4973,Hindu College of Engineering,28.6764,77.5043,2023-02-05 17:00:00,17,6,2,shared,1,8.54,31.7,1,1
Galgotias University,28.4507,77.4908,NSIT,28.6091,77.0378,2023-02-20 15:05:00,15,0,2,shared,1,47.63,125.6,0,0
ABES Engineering College,28.6324,77.449,IMS Ghaziabad,28.67,77.4382,2023-09-02 11:48:00,11,5,9,private,1,4.31,27.3,1,0
India Gate,28.6129,77.2295,Delhi University,28.6891,77.2087,2023-11-07 19:52:00,19,1,11,shared,4,8.71,61.5,0,1
Hindu College of Engineering,28.6764,77.5043,IIT Delhi,28.5456,77.1924,2023-02-02 21:38:00,21,3,2,private,1,33.74,109.0,0,0
Delhi University,28.6891,77.2087,DTU,28.7495,77.1184,2023-03-06 10:14:00,10,0,3,shared,3,11.07,38.5,0,0
Select Citywalk,28.5289,77.2195,ABES Engineering College,28.6324,77.449,2023-09-09 07:52:00,7,5,9,shared,3,25.19,69.6,1,0
Amity University,28.5445,77.3325,IIT Delhi,28.5456,77.1924,2023-10-19 10:57:00,10,3,10,shared,2,13.69,47.3,0,0
DLF Mall of India,28.5671,77.3263,JNU,28.5399,77.1674,2023-02-02 08:04:00,8,3,2,shared,4,15.81,64.6,0,1
Greater Kailash,28.5562,77.2249,IMS Ghaziabad,28.67,77.4382,2023-10-12 00:06:00,0,3,10,shared,2,24.36,57.1,0,0
ABES Engineering College,28.6324,77.449,ITS Engineering College,28.6763,77.3823,2023-02-28 22:20:00,22,1,2,private,1,8.14,21.9,0,0
IIT Delhi,28.5456,77.1924,IMS Ghaziabad,28.67,77.4382,2023-10-07 16:26:00,16,5,10,private,1,27.7,76.8,1,0
DLF Mall of India,28.5671,77.3263,Select Citywalk,28.5289,77.2195,2023-06-16 22:26:00,22,4,6,private,1,11.26,29.4,0,0
IMS Ghaziabad,28.67,77.4382,ABES Engineering College,28.6324,77.449,2023-12-22 10:46:00,10,4,12,shared,2,4.31,21.5,0,0
Delhi University,28.6891,77.2087,IIT Delhi,28.5456,77.1924,2023-04-30 05:07:00,5,6,4,shared,3,16.04,46.5,1,0
Red Fort,28.6562,77.241,DTU,28.7495,77.1184,2023-09-17 10:14:00,10,6,9,private,1,15.83,51.6,1,0
Jaypee Institute,28.5244,77.3656,Qutub Minar,28.5245,77.1855,2023-01-10 03:57:00,3,1,1,private,1,17.6,49.6,0,0
ABES Engineering College,28.6324,77.449,Jaypee Institute,28.5244,77.3656,2023-09-19 03:19:00,3,1,9,shared,2,14.51,38.8,0,0
ITS Engineering College,28.6763,77.3823,Lotus Temple,28.5535,77.2588,2023-08-19 05:22:00,5,5,8,shared,4,18.21,37.2,1,0
Galgotias University,28.4507,77.4908,Amity University,28.5445,77.3325,2023-03-22 23:58:00,23,2,3,private,1,18.66,39.9,0,0
Shiv Nadar University,28.5266,77.5757,Galgotias University,28.4507,77.4908,2023-01-05 23:33:00,23,3,1,shared,4,11.84,28.5,0,0
Lotus Temple,28.5535,77.2588,Greater Kailash,28.5562,77.2249,2023-06-03 18:46:00,18,5,6,private,1,3.32,24.2,1,1
Red Fort,28.6562,77.241,Noida International University,28.3965,77.5007,2023-02-09 05:26:00,5,3,2,shared,2,38.44,108.5,0,0
Delhi University,28.6891,77.2087,Noida International University,28.3965,77.5007,2023-10-14 14:46:00,14,5,10,shared,4,43.27,108.5,1,0
Lotus Temple,28.5535,77.2588,KIET Group of Institutions,28.753,77.4973,2023-02-11 14:58:00,14,5,2,shared,4,32.15,83.0,1,0
Hindu College of Engineering,28.6764,77.5043,Red Fort,28.6562,77.241,2023-06-02 23:35:00,23,4,6,shared,2,25.79,62.4,0,0
Hindu College of Engineering,28.6764,77.5043,Akshardham Temple,28.6127,77.2773,2023-06-23 06:21:00,6,4,6,private,1,23.26,51.1,0,0
DTU,28.7495,77.1184,Delhi University,28.6891,77.2087,2023-09-11 07:07:00,7,0,9,private,1,11.07,31.1,0,0
Qutub Minar,28.5245,77.1855,Akshardham Temple,28.6127,77.2773,2023-08-31 01:03:00,1,3,8,shared,2,13.29,28.8,0,0
Amity University,28.5445,77.3325,ABES Engineering College,28.6324,77.449,2023-08-04 06:15:00,6,4,8,shared,4,15.0,34.1,0,0
Lotus Temple,28.5535,77.2588,Greater Kailash,28.5562,77.2249,2023-10-21 04:41:00,4,5,10,shared,3,3.32,17.4,1,0
Amity University,28.5445,77.3325,ABES Engineering College,28.6324,77.449,2023-03-14 04:57:00,4,1,3,shared,3,15.0,32.9,0,0
IMS Ghaziabad,28.67,77.4382,KIET Group of Institutions,28.753,77.4973,2023-07-20 04:45:00,4,3,7,private,1,10.88,23.3,0,0
Akshardham Temple,28.6127,77.2773,Shiv Nadar University,28.5266,77.5757,2023-05-15 00:47:00,0,0,5,shared,1,30.67,75.8,0,0
Qutub Minar,28.5245,77.1855,IIT Delhi,28.5456,77.1924,2023-07-30 23:29:00,23,6,7,shared,3,2.44,11.7,1,0
Red Fort,28.6562,77.241,Amity University,28.5445,77.3325,2023-07-24 22:05:00,22,0,7,shared,3,15.3,29.3,0,0
ITS Engineering College,28.6763,77.3823,IMS Ghaziabad,28.67,77.4382,2023-09-21 05:52:00,5,3,9,shared,2,5.5,21.3,0,0
Galgotias University,28.4507,77.4908,Cyber Hub,28.4946,77.0893,2023-06-20 05:23:00,5,1,6,private,1,39.55,81.0,0,0
Greater Kailash,28.5562,77.2249,Delhi University,28.6891,77.2087,2023-07-17 23:20:00,23,0,7,private,1,14.86,37.7,0,0
ABES Engineering College,28.6324,77.449,Noida International University,28.3965,77.5007,2023-12-13 09:18:00,9,2,12,shared,4,26.71,93.5,0,1
Shiv Nadar University,28.5266,77.5757,Red Fort,28.6562,77.241,2023-07-24 23:11:00,23,0,7,private,1,35.71,68.7,0,0
Lotus Temple,28.5535,77.2588,Noida International University,28.3965,77.5007,2023-07-19 03:10:00,3,2,7,private,1,29.39,77.2,0,0
Select Citywalk,28.5289,77.2195,DLF Mall of India,28.5671,77.3263,2023-12-31 17:01:00,17,6,12,private,1,11.26,45.8,1,1
Connaught Place,28.6315,77.2167,IMS Ghaziabad,28.67,77.4382,2023-07-20 07:23:00,7,3,7,shared,3,22.03,53.8,0,0
Akshardham Temple,28.6127,77.2773,DTU,28.7495,77.1184,2023-09-20 03:46:00,3,2,9,private,1,21.72,61.4,0,0
Lotus Temple,28.5535,77.2588,Noida International University,28.3965,77.5007,2023-08-08 21:01:00,21,1,8,shared,4,29.39,91.2,0,0
DTU,28.7495,77.1184,Hindu College of Engineering,28.6764,77.5043,2023-06-14 18:42:00,18,2,6,private,1,38.5,197.5,0,1
Connaught Place,28.6315,77.2167,Hindu College of Engineering,28.6764,77.5043,2023-09-25 18:48:00,18,0,9,shared,2,28.5,110.0,0,1
Red Fort,28.6562,77.241,Amity University,28.5445,77.3325,2023-03-01 00:11:00,0,2,3,private,1,15.3,30.1,0,0
KIET Group of Institutions,28.753,77.4973,Greater Kailash,28.5562,77.2249,2023-04-12 06:12:00,6,2,4,private,1,34.43,63.5,0,0
Red Fort,28.6562,77.241,IIT Delhi,28.5456,77.1924,2023-08-02 13:43:00,13,2,8,shared,1,13.18,40.4,0,0
Delhi University,28.6891,77.2087,Hindu College of Engineering,28.6764,77.5043,2023-09-08 21:23:00,21,4,9,private,1,28.87,71.3,0,0
Red Fort,28.6562,77.241,Delhi University,28.6891,77.2087,2023-08-01 15:15:00,15,1,8,shared,2,4.83,24.3,0,0
Hindu College of Engineering,28.6764,77.5043,DTU,28.7495,77.1184,2023-07-11 07:57:00,7,1,7,private,1,38.5,78.3,0,0
Greater Kailash,28.5562,77.2249,NSIT,28.6091,77.0378,2023-08-10 05:27:00,5,3,8,private,1,19.19,42.1,0,0
Connaught Place,28.6315,77.2167,Hindu College of Engineering,28.6764,77.5043,2023-04-17 19:31:00,19,0,4,shared,3,28.5,106.2,0,1
Qutub Minar,28.5245,77.1855,IIT Delhi,28.5456,77.1924,2023-08-26 12:44:00,12,5,8,shared,3,2.44,17.5,1,0
Hindu College of Engineering,28.6764,77.5043,Noida International University,28.3965,77.5007,2023-12-23 22:43:00,22,5,12,shared,3,31.13,60.2,1,0
JNU,28.5399,77.1674,Hindu College of Engineering,28.6764,77.5043,2023-01-30 23:45:00,23,0,1,private,1,36.22,65.9,0,0
KIET Group of Institutions,28.753,77.4973,Akshardham Temple,28.6127,77.2773,2023-03-17 15:33:00,15,4,3,private,1,26.53,97.7,0,0
Qutub Minar,28.5245,77.1855,Galgotias University,28.4507,77.4908,2023-06-02 09:10:00,9,4,6,private,1,30.95,113.0,0,1
NSIT,28.6091,77.0378,Red Fort,28.6562,77.241,2023-01-15 20:45:00,20,6,1,private,1,20.51,37.7,1,0
DTU,28.7495,77.1184,Delhi University,28.6891,77.2087,2023-07-25 05:02:00,5,1,7,shared,4,11.07,31.4,0,0
Hindu College of Engineering,28.6764,77.5043,Jaypee Institute,28.5244,77.3656,2023-10-11 01:21:00,1,2,10,private,1,21.66,40.8,0,0
DLF Mall of India,28.5671,77.3263,KIET Group of Institutions,28.753,77.4973,2023-07-16 12:54:00,12,6,7,shared,1,26.56,102.9,1,0
ABES Engineering College,28.6324,77.449,KIET Group of Institutions,28.753,77.4973,2023-04-29 02:50:00,2,5,4,shared,2,14.21,29.5,1,0
Galgotias University,28.4507,77.4908,IMS Ghaziabad,28.67,77.4382,2023-11-16 03:45:00,3,3,11,shared,4,24.92,51.7,0,0
Qutub Minar,28.5245,77.1855,Delhi University,28.6891,77.2087,2023-01-24 22:51:00,22,1,1,private,1,18.44,52.2,0,0
KIET Group of Institutions,28.753,77.4973,IMS Ghaziabad,28.67,77.4382,2023-04-15 03:18:00,3,5,4,shared,1,10.88,29.6,1,0
ABES Engineering College,28.6324,77.449,Akshardham Temple,28.6127,77.2773,2023-03-25 22:25:00,22,5,3,shared,2,16.9,34.5,1,0
Noida International University,28.3965,77.5007,KIET Group of Institutions,28.753,77.4973,2023-11-10 22:18:00,22,4,11,private,1,39.64,75.8,0,0
Greater Kailash,28.5562,77.2249,DLF Mall of India,28.5671,77.3263,2023-02-23 15:14:00,15,3,2,private,1,9.98,37.0,0,0
Red Fort,28.6562,77.241,Amity University,28.5445,77.3325,2023-10-20 11:02:00,11,4,10,shared,4,15.3,41.2,0,0
India Gate,28.6129,77.2295,ABES Engineering College,28.6324,77.449,2023-12-15 04:35:00,4,4,12,shared,4,21.53,45.4,0,0
Lotus Temple,28.5535,77.2588,DTU,28.7495,77.1184,2023-07-28 21:21:00,21,4,7,private,1,25.74,61.4,0,0
Connaught Place,28.6315,77.2167,Galgotias University,28.4507,77.4908,2023-07-26 03:39:00,3,2,7,private,1,33.48,72.2,0,0
Hindu College of Engineering,28.6764,77.5043,Connaught Place,28.6315,77.2167,2023-04-04 14:59:00,14,1,4,shared,2,28.5,100.6,0,0
Lotus Temple,28.5535,77.2588,Amity University,28.5445,77.3325,2023-01-15 05:22:00,5,6,1,private,1,7.27,19.3,1,0
Amity University,28.5445,77.3325,Select Citywalk,28.5289,77.2195,2023-01-18 21:59:00,21,2,1,private,1,11.17,27.0,0,0
Noida International University,28.3965,77.5007,Connaught Place,28.6315,77.2167,2023-03-17 14:35:00,14,4,3,private,1,38.12,126.7,0,0
India Gate,28.6129,77.2295,IIT Delhi,28.5456,77.1924,2023-09-25 20:03:00,20,0,9,shared,2,8.31,35.8,0,0
Akshardham Temple,28.6127,77.2773,Connaught Place,28.6315,77.2167,2023-04-16 21:44:00,21,6,4,private,1,6.27,19.4,1,0
IIT Delhi,28.5456,77.1924,Red Fort,28.6562,77.241,2023-03-07 03:50:00,3,1,3,private,1,13.18,31.0,0,0
ITS Engineering College,28.6763,77.3823,ABES Engineering College,28.6324,77.449,2023-12-06 04:06:00,4,2,12,private,1,8.14,23.3,0,0
Qutub Minar,28.5245,77.1855,NSIT,28.6091,77.0378,2023-09-28 21:43:00,21,3,9,private,1,17.22,45.3,0,0
Akshardham Temple,28.6127,77.2773,DLF Mall of India,28.5671,77.3263,2023-01-24 18:15:00,18,1,1,private,1,6.97,42.0,0,1
Hindu College of Engineering,28.6764,77.5043,Red Fort,28.6562,77.241,2023-07-06 12:37:00,12,3,7,private,1,25.79,80.8,0,0
Greater Kailash,28.5562,77.2249,IIT Delhi,28.5456,77.1924,2023-04-03 06:56:00,6,0,4,shared,3,3.39,14.0,0,0
Shiv Nadar University,28.5266,77.5757,Delhi University,28.6891,77.2087,2023-10-25 14:10:00,14,2,10,shared,1,40.13,103.7,0,0
DLF Mall of India,28.5671,77.3263,Noida International University,28.3965,77.5007,2023-04-09 04:06:00,4,6,4,shared,3,25.5,62.1,1,0
Qutub Minar,28.5245,77.1855,Greater Kailash,28.5562,77.2249,2023-04-23 22:40:00,22,6,4,shared,1,5.22,20.4,1,0
Red Fort,28.6562,77.241,Select Citywalk,28.5289,77.2195,2023-12-14 22:57:00,22,3,12,private,1,14.31,28.7,0,0
Qutub Minar,28.5245,77.1855,NSIT,28.6091,77.0378,2023-12-26 13:21:00,13,1,12,private,1,17.22,47.5,0,0
Connaught Place,28.6315,77.2167,Qutub Minar,28.5245,77.1855,2023-08-03 11:04:00,11,3,8,private,1,12.28,40.5,0,0
Delhi University,28.6891,77.2087,Qutub Minar,28.5245,77.1855,2023-09-04 08:08:00,8,0,9,private,1,18.44,86.8,0,1
Jaypee Institute,28.5244,77.3656,Amity University,28.5445,77.3325,2023-03-07 19:11:00,19,1,3,shared,4,3.93,27.7,0,1
IMS Ghaziabad,28.67,77.4382,Amity University,28.5445,77.3325,2023-10-27 18:16:00,18,4,10,private,1,17.36,74.1,0,1
Hindu College of Engineering,28.6764,77.5043,JNU,28.5399,77.1674,2023-12-01 19:31:00,19,4,12,shared,3,36.22,140.2,0,1
Shiv Nadar University,28.5266,77.5757,Greater Kailash,28.5562,77.2249,2023-03-15 07:28:00,7,2,3,shared,4,34.42,70.7,0,0
Akshardham Temple,28.6127,77.2773,Amity University,28.5445,77.3325,2023-01-07 01:58:00,1,5,1,shared,2,9.3,25.6,1,0
NSIT,28.6091,77.0378,India Gate,28.6129,77.2295,2023-03-25 10:20:00,10,5,3,private,1,18.72,66.1,1,0
Amity University,28.5445,77.3325,ITS Engineering College,28.6763,77.3823,2023-06-17 18:39:00,18,5,6,shared,4,15.44,68.4,1,1
NSIT,28.6091,77.0378,Akshardham Temple,28.6127,77.2773,2023-08-13 22:07:00,22,6,8,private,1,23.38,66.7,1,0
Noida International University,28.3965,77.5007,Hindu College of Engineering,28.6764,77.5043,2023-11-16 05:08:00,5,3,11,shared,1,31.13,77.8,0,0
DLF Mall of India,28.5671,77.3263,Hindu College of Engineering,28.6764,77.5043,2023-02-15 03:05:00,3,2,2,shared,4,21.2,55.6,0,0
ABES Engineering College,28.6324,77.449,Connaught Place,28.6315,77.2167,2023-11-19 12:53:00,12,6,11,private,1,22.67,69.2,1,0
Noida International University,28.3965,77.5007,Galgotias University,28.4507,77.4908,2023-09-11 05:56:00,5,0,9,private,1,6.1,16.7,0,0
Jaypee Institute,28.5244,77.3656,ITS Engineering College,28.6763,77.3823,2023-01-30 15:41:00,15,0,1,private,1,16.97,50.0,0,0
Greater Kailash,28.5562,77.2249,Hindu College of Engineering,28.6764,77.5043,2023-06-24 07:06:00,7,5,6,private,1,30.37,60.8,1,0
IIT Delhi,28.5456,77.1924,KIET Group of Institutions,28.753,77.4973,2023-04-29 16:30:00,16,5,4,private,1,37.64,145.1,1,0
Shiv Nadar University,28.5266,77.5757,DTU,28.7495,77.1184,2023-06-06 09:56:00,9,1,6,shared,2,51.05,181.2,0,1
Red Fort,28.6562,77.241,JNU,28.5399,77.1674,2023-06-14 04:05:00,4,2,6,private,1,14.79,39.9,0,0
DLF Mall of India,28.5671,77.3263,ITS Engineering College,28.6763,77.3823,2023-05-13 05:42:00,5,5,5,shared,2,13.32,27.0,1,0
Delhi University,28.6891,77.2087,Galgotias University,28.4507,77.4908,2023-05-12 23:57:00,23,4,5,private,1,38.23,98.2,0,0
IIT Delhi,28.5456,77.1924,Greater Kailash,28.5562,77.2249,2023-09-13 15:25:00,15,2,9,shared,1,3.39,26.3,0,0
India Gate,28.6129,77.2295,Connaught Place,28.6315,77.2167,2023-08-22 08:59:00,8,1,8,shared,2,2.42,16.8,0,1
Greater Kailash,28.5562,77.2249,Delhi University,28.6891,77.2087,2023-05-26 04:49:00,4,4,5,shared,3,14.86,35.9,0,0
ABES Engineering College,28.6324,77.449,Hindu College of Engineering,28.6764,77.5043,2023-05-21 00:19:00,0,6,5,shared,2,7.28,19.9,1,0
ITS Engineering College,28.6763,77.3823,Connaught Place,28.6315,77.2167,2023-08-20 02:18:00,2,6,8,shared,2,16.91,34.1,1,0
Galgotias University,28.4507,77.4908,Qutub Minar,28.5245,77.1855,2023-08-06 13:29:00,13,6,8,private,1,30.95,99.4,1,0
KIET Group of Institutions,28.753,77.4973,IIT Delhi,28.5456,77.1924,2023-02-18 22:59:00,22,5,2,shared,4,37.64,70.4,1,0
Greater Kailash,28.5562,77.2249,Amity University,28.5445,77.3325,2023-09-04 12:12:00,12,0,9,private,1,10.59,38.2,0,0
JNU,28.5399,77.1674,NSIT,28.6091,77.0378,2023-04-23 23:52:00,23,6,4,private,1,14.81,37.5,1,0
